SD_Picker,SD_Lines,Date
278,252,3/13/2006
248,252,3/13/2006
230,252,3/13/2006
79,45,3/13/2006
8000,199,3/13/2006
E,46,3/14/2006
209,275,3/14/2006
278,275,3/14/2006
248,275,3/14/2006
230,275,3/14/2006
101,174,3/14/2006
EN,3,3/14/2006
446,47,3/14/2006
209,235,3/14/2006
278,235,3/14/2006
248,235,3/14/2006
230,235,3/14/2006
79,73,3/14/2006
8000,225,3/14/2006
101,225,3/14/2006
en,3,3/15/2006
e,40,3/15/2006
209,275,3/15/2006
278,275,3/15/2006
230,275,3/15/2006
101,6,3/15/2006
209,245,3/15/2006
278,245,3/15/2006
230,245,3/15/2006
79,70,3/15/2006
446,35,3/15/2006
8000,221,3/15/2006
101,100,3/15/2006
e,34,3/16/2006
,,3/16/2006
209,275,3/16/2006
209,225,3/16/2006
278,275,3/16/2006
278,225,3/16/2006
230,275,3/16/2006
230,225,3/16/2006
79,36,3/16/2006
446,100,3/16/2006
8000,275,3/16/2006
145,250,3/16/2006
101,225,3/16/2006
BO,36,3/16/2006
438,200,4/20/2006
79,100,4/20/2006
446,75,4/20/2006
9001,75,4/20/2006
148,80,4/20/2006
E,72,4/21/2006
EN,3,4/21/2006
278,275,4/21/2006
248,275,4/21/2006
230,250,4/21/2006
438,22,4/21/2006
446,50,4/21/2006
278,200,4/21/2006
248,200,4/21/2006
230,185,4/21/2006
438,196,4/21/2006
79,91,4/21/2006
,0,4/21/2006
E,172,4/24/2006
278,240,4/24/2006
248,240,4/24/2006
230,181,4/24/2006
278,270,4/24/2006
248,270,4/24/2006
230,270,4/24/2006
438,265,4/24/2006
79,44,4/24/2006
446,50,4/24/2006
9001,138,4/24/2006
E,52,4/25/2006
EN,2,4/25/2006
278,251,4/25/2006
248,251,4/25/2006
230,251,4/25/2006
101,153,4/25/2006
438,47,4/25/2006
446,61,4/25/2006
9000,60,4/25/2006
203,62,4/25/2006
278,249,4/25/2006
248,249,4/25/2006
230,249,4/25/2006
438,274,4/25/2006
79,114,4/25/2006
9001,227,4/25/2006
e,38,4/26/2006
278,98,4/26/2006
248,266,4/26/2006
230,266,4/26/2006
278,269,4/26/2006
248,269,4/26/2006
230,269,4/26/2006
79,58,4/26/2006
446,50,4/26/2006
9001,226,4/26/2006
e,48,4/27/2006
en,2,4/27/2006
278,325,4/27/2006
278,200,4/27/2006
248,325,4/27/2006
248,200,4/27/2006
230,262,4/27/2006
230,200,4/27/2006
438,250,4/27/2006
79,104,4/27/2006
446,43,4/27/2006
9001,225,4/27/2006
,,4/27/2006
e,118,4/28/2006
278,117,4/28/2006
248,265,4/28/2006
230,265,4/28/2006
278,235,4/28/2006
248,235,4/28/2006
230,236,4/28/2006
438,30,4/28/2006
446,30,4/28/2006
9001,190,4/28/2006
EN,1,5/1/2006
E,55,5/1/2006
278,201,5/1/2006
278,204,5/1/2006
248,201,5/1/2006
248,204,5/1/2006
230,201,5/1/2006
230,204,5/1/2006
438,224,5/1/2006
438,250,5/1/2006
79,15,5/1/2006
446,50,5/1/2006
9001,200,5/1/2006
e,74,5/2/2006
en,1,5/2/2006
148,99,5/2/2006
278,305,5/2/2006
248,305,5/2/2006
230,230,5/2/2006
176,28,5/2/2006
278,270,5/2/2006
248,270,5/2/2006
230,270,5/2/2006
438,225,5/2/2006
9001,200,5/2/2006
79,150,5/2/2006
446,20,5/2/2006
e,69,5/3/2006
176,26,5/3/2006
278,118,5/3/2006
248,113,5/3/2006
230,114,5/3/2006
438,117,5/3/2006
176,25,5/3/2006
446,7,5/3/2006
E,64,5/4/2006
278,300,5/4/2006
248,300,5/4/2006
230,300,5/4/2006
438,178,5/4/2006
9001,46,5/4/2006
79,161,5/4/2006
446,27,5/4/2006
248,266,5/4/2006
278,266,5/4/2006
230,266,5/4/2006
438,275,5/4/2006
9001,257,5/4/2006
E,148,5/5/2006
278,300,5/5/2006
248,300,5/5/2006
230,287,5/5/2006
278,215,5/5/2006
248,215,5/5/2006
230,215,5/5/2006
438,134,5/5/2006
9001,247,5/5/2006
446,24,5/5/2006
e,69,5/8/2006
EN,4,5/8/2006
278,180,5/8/2006
248,275,5/8/2006
230,275,5/8/2006
278,265,5/8/2006
248,265,5/8/2006
230,265,5/8/2006
415,151,5/8/2006
79,50,5/8/2006
446,25,5/8/2006
E,48,5/9/2006
278,275,5/9/2006
278,250,5/9/2006
248,275,5/9/2006
248,250,5/9/2006
230,275,5/9/2006
230,275,5/9/2006
148,48,5/9/2006
148,102,5/9/2006
438,218,5/9/2006
415,177,5/9/2006
79,84,5/9/2006
446,22,5/9/2006
230,100,5/9/2006
,,5/9/2006
E,52,5/10/2006
278,275,5/10/2006
248,275,5/10/2006
230,58,5/10/2006
79,109,5/10/2006
203,100,5/10/2006
278,275,5/10/2006
248,275,5/10/2006
230,241,5/10/2006
438,185,5/10/2006
e,88,5/11/2006
278,250,5/11/2006
248,250,5/11/2006
230,168,5/11/2006
79,103,5/11/2006
446,26,5/11/2006
278,285,5/11/2006
248,285,5/11/2006
230,285,5/11/2006
485,310,5/11/2006
e,29,5/12/2006
278,250,5/12/2006
248,250,5/12/2006
230,250,5/12/2006
438,12,5/12/2006
79,61,5/12/2006
446,48,5/12/2006
203,87,5/12/2006
EN,1,5/12/2006
278,206,5/12/2006
248,206,5/12/2006
230,206,5/12/2006
438,125,5/12/2006
415,140,5/12/2006
e,105,5/15/2006
278,224,5/15/2006
248,280,5/15/2006
230,280,5/15/2006
278,278,5/15/2006
248,278,5/15/2006
230,278,5/15/2006
438,247,5/15/2006
446,25,5/15/2006
79,40,5/15/2006
E,38,5/16/2006
248,300,5/16/2006
D,96,5/16/2006
145,162,5/16/2006
248,279,5/16/2006
230,279,5/16/2006
101,26,5/16/2006
438,196,5/16/2006
415,176,5/16/2006
79,100,5/16/2006
203,100,5/16/2006
446,38,5/16/2006
230,174,5/16/2006
438,300,5/16/2006
415,250,5/16/2006
e,60,5/17/2006
248,300,5/17/2006
278,300,5/17/2006
438,98,5/17/2006
D,186,5/17/2006
101,34,5/17/2006
446,51,5/17/2006
278,275,5/17/2006
248,275,5/17/2006
438,175,5/17/2006
415,139,5/17/2006
203,100,5/17/2006
E,29,5/19/2006
278,230,5/19/2006
248,300,5/19/2006
230,300,5/19/2006
209,250,3/9/2006
248,250,3/9/2006
278,250,3/9/2006
230,250,3/9/2006
79,27,3/9/2006
8000,175,3/9/2006
446,75,3/9/2006
en,2,3/10/2006
e,84,3/10/2006
278,300,3/10/2006
278,215,3/10/2006
248,300,3/10/2006
248,215,3/10/2006
230,259,3/10/2006
230,215,3/10/2006
79,15,3/10/2006
446,50,3/10/2006
8000,200,3/10/2006
101,106,3/10/2006
,0,3/10/2006
278,200,5/19/2006
248,200,5/19/2006
230,200,5/19/2006
415,126,5/19/2006
79,150,5/19/2006
446,81,5/19/2006
203,100,5/19/2006
E,103,5/22/2006
278,250,5/22/2006
248,194,5/22/2006
230,250,5/22/2006
278,305,5/22/2006
248,305,5/22/2006
230,305,5/22/2006
415,167,5/22/2006
79,12,5/22/2006
203,40,5/22/2006
e,119,5/23/2006
en,2,5/23/2006
278,323,5/23/2006
248,350,5/23/2006
230,350,5/23/2006
278,225,5/23/2006
248,225,5/23/2006
230,225,5/23/2006
415,189,5/23/2006
79,51,5/23/2006
9005,25,5/23/2006
203,35,5/23/2006
145,189,5/23/2006
148,103,5/23/2006
e,56,5/24/2006
en,2,5/24/2006
248,250,5/24/2006
230,206,5/24/2006
248,293,5/24/2006
230,293,5/24/2006
415,175,5/24/2006
79,100,5/24/2006
203,75,5/24/2006
145,196,5/24/2006
E,27,5/25/2006
278,78,5/25/2006
248,78,5/25/2006
230,78,5/25/2006
415,241,5/25/2006
145,225,5/25/2006
79,50,5/25/2006
278,250,5/25/2006
248,250,5/25/2006
230,250,5/25/2006
415,184,5/25/2006
145,175,5/25/2006
79,79,5/25/2006
EN,1,5/25/2006
E,23,5/26/2006
278,300,5/26/2006
248,300,5/26/2006
230,60,5/26/2006
278,225,5/26/2006
248,225,5/26/2006
230,225,5/26/2006
415,150,5/26/2006
79,86,5/26/2006
B/O,20,5/26/2006
E,93,5/30/2006
145,9,5/30/2006
278,250,5/30/2006
248,250,5/30/2006
230,85,5/30/2006
278,300,5/30/2006
248,300,5/30/2006
230,300,5/30/2006
415,268,5/30/2006
145,7,5/30/2006
9000,25,5/30/2006
9001,25,5/30/2006
e,190,5/31/2006
EN,1,5/31/2006
203,100,5/31/2006
248,300,5/31/2006
248,275,5/31/2006
230,300,5/31/2006
230,275,5/31/2006
101,120,5/31/2006
415,250,5/31/2006
415,220,5/31/2006
145,39,5/31/2006
145,154,5/31/2006
79,58,5/31/2006
E,135,6/1/2006
278,325,6/1/2006
278,283,6/1/2006
248,325,6/1/2006
248,283,6/1/2006
230,220,6/1/2006
230,283,6/1/2006
415,183,6/1/2006
203,7,6/1/2006
9000,79,6/1/2006
9001,50,6/1/2006
79,41,6/1/2006
E,51,6/2/2006
248,246,6/2/2006
278,246,6/2/2006
230,83,6/2/2006
79,30,6/2/2006
9001,25,6/2/2006
415,206,6/2/2006
278,279,6/2/2006
248,279,6/2/2006
230,279,6/2/2006
e,101,6/5/2006
278,250,6/5/2006
248,250,6/5/2006
415,200,6/5/2006
230,160,6/5/2006
9000,100,6/5/2006
e,38,6/6/2006
278,300,6/6/2006
248,300,6/6/2006
230,300,6/6/2006
415,136,6/6/2006
278,175,6/6/2006
248,175,6/6/2006
230,175,6/6/2006
101,79,6/6/2006
415,200,6/6/2006
9000,102,6/6/2006
79,100,6/6/2006
203,47,6/6/2006
e,62,6/7/2006
278,106,6/7/2006
248,106,6/7/2006
230,106,6/7/2006
415,250,6/7/2006
9000,141,6/7/2006
79,44,6/7/2006
9001,57,6/7/2006
278,250,6/7/2006
248,250,6/7/2006
230,250,6/7/2006
415,175,6/7/2006
9000,119,6/7/2006
E,28,6/8/2006
278,131,6/8/2006
243,130,6/8/2006
230,130,6/8/2006
415,243,6/8/2006
9000,150,6/8/2006
79,56,6/8/2006
101,55,6/8/2006
9001,37,6/8/2006
248,250,6/8/2006
278,250,6/8/2006
230,250,6/8/2006
415,180,6/8/2006
9000,139,6/8/2006
e,34,6/9/2006
278,291,6/9/2006
248,291,6/9/2006
230,245,6/9/2006
278,209,6/9/2006
248,209,6/9/2006
230,209,6/9/2006
415,150,6/9/2006
9000,120,6/9/2006
79,53,6/9/2006
9001,17,6/9/2006
278,250,6/12/2006
278,275,6/12/2006
248,250,6/12/2006
248,275,6/12/2006
230,250,6/12/2006
230,275,6/12/2006
415,78,6/12/2006
415,211,6/12/2006
79,100,6/12/2006
e,60,6/12/2006
e,120,6/13/2006
278,300,6/13/2006
248,300,6/13/2006
230,300,6/13/2006
502,130,6/13/2006
278,230,6/13/2006
248,230,6/13/2006
230,230,6/13/2006
415,201,6/13/2006
502,139,6/13/2006
203,60,6/13/2006
79,87,6/13/2006
9006,22,6/13/2006
e,7,6/14/2006
en,3,6/14/2006
278,30,6/14/2006
248,250,6/14/2006
230,250,6/14/2006
415,103,6/14/2006
278,257,6/14/2006
248,257,6/14/2006
0230,257,6/14/2006
9006,25,6/14/2006
79,28,6/14/2006
415,54,6/15/2006
502,54,6/15/2006
278,263,6/15/2006
2483,257,6/15/2006
230,240,6/15/2006
101,49,6/15/2006
415,126,6/15/2006
502,159,6/15/2006
278,235,6/15/2006
248,238,6/15/2006
230,210,6/15/2006
176,54,6/15/2006
415,316,6/15/2006
502,123,6/15/2006
,68,6/15/2006
,6,6/15/2006
,4,6/15/2006
E,55,6/16/2006
79,25,6/16/2006
11,2,6/16/2006
9006,22,6/16/2006
11,1,6/16/2006
282,65,6/16/2006
515,51,6/16/2006
468,53,6/16/2006
515,26,6/16/2006
437,59,6/16/2006
459,11,6/16/2006
79,27,6/16/2006
79,146,6/16/2006
79,62,6/16/2006
469,57,6/16/2006
282,50,6/16/2006
437,50,6/16/2006
282,60,6/16/2006
79,83,6/16/2006
79,61,6/16/2006
79,52,6/16/2006
79,48,6/16/2006
515,27,6/16/2006
515,15,6/16/2006
11,1,6/16/2006
515,36,6/16/2006
515,6,6/16/2006
e,34,6/19/2006
11,2,6/19/2006
278,275,6/19/2006
278,275,6/19/2006
230,275,6/19/2006
230,275,6/19/2006
101,109,6/19/2006
203,150,6/19/2006
145,177,6/19/2006
79,81,6/19/2006
9006,72,6/19/2006
E,27,6/20/2006
11,31,6/20/2006
278,250,6/20/2006
248,250,6/20/2006
230,250,6/20/2006
415,60,6/20/2006
79,42,6/20/2006
9006,30,6/20/2006
203,75,6/20/2006
278,260,6/20/2006
248,259,6/20/2006
230,259,6/20/2006
415,215,6/20/2006
145,128,6/20/2006
101,75,6/20/2006
E,52,6/21/2006
EN,2,6/21/2006
278,279,6/21/2006
248,279,6/21/2006
230,178,6/21/2006
278,246,6/21/2006
248,246,6/21/2006
230,280,6/21/2006
415,172,6/21/2006
79,23,6/21/2006
9006,49,6/21/2006
101,100,6/21/2006
E,84,6/22/2006
278,300,6/22/2006
248,300,6/22/2006
230,41,6/22/2006
203,100,6/22/2006
79,99,6/22/2006
9006,50,6/22/2006
278,275,6/22/2006
248,275,6/22/2006
230,275,6/22/2006
101,50,6/22/2006
415,214,6/22/2006
E,38,6/23/2006
248,260,6/23/2006
230,260,6/23/2006
415,104,6/23/2006
203,60,6/23/2006
79,60,6/23/2006
9006,54,6/23/2006
248,265,6/23/2006
230,265,6/23/2006
415,259,6/23/2006
e,110,6/26/2006
EN,1,6/26/2006
278,350,6/26/2006
248,350,6/26/2006
230,242,6/26/2006
79,100,6/26/2006
9006,13,6/26/2006
203,134,6/26/2006
278,225,6/26/2006
248,225,6/26/2006
230,225,6/26/2006
415,250,6/26/2006
E,91,6/27/2006
EN,4,6/27/2006
278,115,6/27/2006
248,115,6/27/2006
230,115,6/27/2006
415,233,6/27/2006
278,285,6/27/2006
248,285,6/27/2006
230,285,6/27/2006
415,235,6/27/2006
79,25,6/27/2006
9006,28,6/27/2006
9008,50,6/27/2006
203,100,6/27/2006
e,33,6/28/2006
278,167,6/28/2006
248,167,6/28/2006
230,167,6/28/2006
415,45,6/28/2006
278,280,6/28/2006
248,280,6/28/2006
230,280,6/28/2006
415,224,6/28/2006
9006,25,6/28/2006
9008,25,6/28/2006
E,92,6/29/2006
278,300,6/29/2006
248,300,6/29/2006
415,160,6/29/2006
9006,16,6/29/2006
79,31,6/29/2006
278,182,6/29/2006
248,182,6/29/2006
415,175,6/29/2006
145,235,6/29/2006
237,185,6/29/2006
9007,100,6/29/2006
e,39,6/30/2006
278,180,6/30/2006
278,278,6/30/2006
248,250,6/30/2006
248,278,6/30/2006
230,250,6/30/2006
230,278,6/30/2006
415,108,6/30/2006
79,23,6/30/2006
9006,50,6/30/2006
9007,79,6/30/2006
B,13,6/30/2006
E,66,7/3/2006
EN,1,7/3/2006
278,203,7/3/2006
248,203,7/3/2006
230,203,7/3/2006
415,203,7/3/2006
101,61,7/3/2006
203,61,7/3/2006
9007,25,7/3/2006
9006,50,7/3/2006
203,39,7/3/2006
278,224,7/3/2006
248,224,7/3/2006
230,224,7/3/2006
101,134,7/3/2006
415,200,7/3/2006
,0,7/3/2006
e,42,7/5/2006
278,200,7/5/2006
248,199,7/5/2006
230,199,7/5/2006
278,229,7/5/2006
248,229,7/5/2006
230,229,7/5/2006
79,30,7/5/2006
9007,24,7/5/2006
E,122,7/6/2006
278,47,7/6/2006
248,47,7/6/2006
230,275,7/6/2006
415,275,7/6/2006
9007,155,7/6/2006
278,225,7/6/2006
248,225,7/6/2006
230,256,7/6/2006
415,200,7/6/2006
79,56,7/6/2006
9007,98,7/6/2006
203,100,7/6/2006
e,119,7/7/2006
278,275,7/7/2006
248,275,7/7/2006
230,92,7/7/2006
278,240,7/7/2006
248,240,7/7/2006
230,240,7/7/2006
415,175,7/7/2006
79,75,7/7/2006
9006,1,7/7/2006
9007,122,7/7/2006
B,39,7/7/2006
E,67,7/10/2006
278,130,7/10/2006
248,130,7/10/2006
230,315,7/10/2006
415,297,7/10/2006
278,235,7/10/2006
248,235,7/10/2006
230,235,7/10/2006
415,239,7/10/2006
79,100,7/10/2006
9006,50,7/10/2006
9007,25,7/10/2006
e,54,7/11/2006
278,310,7/11/2006
248,250,7/11/2006
230,207,7/11/2006
,,7/11/2006
101,76,7/11/2006
79,146,7/11/2006
9006,60,7/11/2006
9007,100,7/11/2006
203,175,7/11/2006
278,215,7/11/2006
248,215,7/11/2006
415,226,7/11/2006
e,81,7/12/2006
EN,3,7/12/2006
278,148,7/12/2006
248,147,7/12/2006
230,147,7/12/2006
415,311,7/12/2006
79,100,7/12/2006
9006,62,7/12/2006
9007,100,7/12/2006
278,205,7/12/2006
248,205,7/12/2006
230,205,7/12/2006
415,220,7/12/2006
E,15,7/13/2006
101,7,7/13/2006
278,300,7/13/2006
248,300,7/13/2006
230,156,7/13/2006
101,128,7/13/2006
278,245,7/13/2006
248,245,7/13/2006
230,245,7/13/2006
101,74,7/13/2006
415,209,7/13/2006
79,28,7/13/2006
9006,60,7/13/2006
9007,100,7/13/2006
EN,2,7/13/2006
e,61,7/14/2006
EN,2,7/14/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
,,7/17/2006
e,11,7/18/2006
EN,4,7/18/2006
278,275,7/18/2006
248,275,7/18/2006
230,275,7/18/2006
101,54,7/18/2006
278,264,7/18/2006
248,264,7/18/2006
230,264,7/18/2006
101,96,7/18/2006
79,77,7/18/2006
9006,50,7/18/2006
9007,150,7/18/2006
203,100,7/18/2006
E,173,7/19/2006
EN,5,7/19/2006
248,300,7/19/2006
248,265,7/19/2006
230,300,7/19/2006
230,265,7/19/2006
185,150,7/19/2006
79,100,7/19/2006
442,32,7/19/2006
9007,137,7/19/2006
203,68,7/19/2006
E,53,7/20/2006
278,300,7/20/2006
230,300,7/20/2006
101,125,7/20/2006
203,100,7/20/2006
278,260,7/20/2006
248,260,7/20/2006
415,216,7/20/2006
505,150,7/20/2006
79,36,7/20/2006
442,50,7/20/2006
E,70,7/21/2006
EN,1,7/21/2006
248,250,7/21/2006
278,275,7/21/2006
230,100,7/21/2006
278,250,7/21/2006
230,250,7/21/2006
415,258,7/21/2006
505,125,7/21/2006
79,30,7/21/2006
442,43,7/21/2006
E,62,7/24/2006
EN,2,7/24/2006
278,300,7/24/2006
248,300,7/24/2006
230,228,7/24/2006
278,250,7/24/2006
248,250,7/24/2006
230,148,7/24/2006
415,248,7/24/2006
505,90,7/24/2006
79,75,7/24/2006
442,39,7/24/2006
e,67,7/25/2006
en,2,7/25/2006
278,275,7/25/2006
248,275,7/25/2006
230,241,7/25/2006
415,47,7/25/2006
278,250,7/25/2006
248,250,7/25/2006
230,136,7/25/2006
415,250,7/25/2006
505,150,7/25/2006
79,66,7/25/2006
442,51,7/25/2006
203,100,7/25/2006
EN,2,7/26/2006
E,61,7/26/2006
278,200,7/26/2006
248,200,7/26/2006
230,99,7/26/2006
278,250,7/26/2006
248,250,7/26/2006
230,185,7/26/2006
415,250,7/26/2006
79,102,7/26/2006
442,23,7/26/2006
E,135,7/27/2006
EN,1,7/27/2006
278,300,7/27/2006
248,300,7/27/2006
230,127,7/27/2006
278,225,7/27/2006
248,225,7/27/2006
230,152,7/27/2006
415,200,7/27/2006
505,157,7/27/2006
79,31,7/27/2006
442,60,7/27/2006
e,60,7/28/2006
248,250,7/28/2006
248,275,7/28/2006
230,250,7/28/2006
230,275,7/28/2006
415,49,7/28/2006
415,250,7/28/2006
505,152,7/28/2006
79,22,7/28/2006
442,25,7/28/2006
e,41,7/31/2006
278,310,7/31/2006
278,240,7/31/2006
248,310,7/31/2006
248,240,7/31/2006
230,203,7/31/2006
505,163,7/31/2006
79,87,7/31/2006
442,58,7/31/2006
230,285,7/31/2006
E,64,8/1/2006
278,139,8/1/2006
248,139,8/1/2006
230,139,8/1/2006
101,167,8/1/2006
442,167,8/1/2006
203,100,8/1/2006
278,250,8/1/2006
248,250,8/1/2006
230,244,8/1/2006
101,118,8/1/2006
442,183,8/1/2006
e,73,8/2/2006
en,5,8/2/2006
278,143,8/2/2006
248,143,8/2/2006
230,68,8/2/2006
101,100,8/2/2006
442,168,8/2/2006
101,75,8/2/2006
442,182,8/2/2006
79,150,8/2/2006
505,77,8/2/2006
278,220,8/2/2006
248,220,8/2/2006
230,120,8/2/2006
E,52,8/3/2006
EN,1,8/3/2006
278,300,8/3/2006
278,225,8/3/2006
248,300,8/3/2006
248,225,8/3/2006
230,19,8/3/2006
230,150,8/3/2006
101,300,8/3/2006
101,225,8/3/2006
442,178,8/3/2006
79,69,8/3/2006
505,37,8/3/2006
203,47,8/3/2006
e,6,8/4/2006
en,7,8/4/2006
278,315,8/4/2006
278,180,8/4/2006
248,315,8/4/2006
248,180,8/4/2006
230,205,8/4/2006
101,80,8/4/2006
101,180,8/4/2006
442,100,8/4/2006
79,45,8/4/2006
E,91,8/7/2006
278,300,8/7/2006
248,300,8/7/2006
101,167,8/7/2006
79,73,8/7/2006
505,34,8/7/2006
278,225,8/7/2006
248,225,8/7/2006
101,225,8/7/2006
230,134,8/7/2006
442,188,8/7/2006
en,4,8/8/2006
e,44,8/8/2006
278,290,8/8/2006
248,290,8/8/2006
101,290,8/8/2006
230,77,8/8/2006
79,100,8/8/2006
442,66,8/8/2006
203,39,8/8/2006
278,215,8/8/2006
248,215,8/8/2006
101,215,8/8/2006
230,155,8/8/2006
442,151,8/8/2006
e,51,8/9/2006
en,2,8/9/2006
278,126,8/9/2006
248,126,8/9/2006
101,126,8/9/2006
230,86,8/9/2006
442,195,8/9/2006
79,14,8/9/2006
505,4,8/9/2006
278,250,8/9/2006
248,250,8/9/2006
101,250,8/9/2006
230,130,8/9/2006
442,155,8/9/2006
e,117,8/10/2006
278,290,8/10/2006
248,290,8/10/2006
101,126,8/10/2006
278,210,8/10/2006
248,210,8/10/2006
101,210,8/10/2006
230,260,8/10/2006
442,124,8/10/2006
203,78,8/10/2006
505,64,8/10/2006
e,11,8/11/2006
278,275,8/11/2006
248,275,8/11/2006
230,7,8/11/2006
278,250,8/11/2006
248,250,8/11/2006
230,96,8/11/2006
442,122,8/11/2006
79,72,8/11/2006
203,50,8/11/2006
e,48,8/14/2006
en,1,8/14/2006
278,187,8/14/2006
248,280,8/14/2006
101,280,8/14/2006
278,245,8/14/2006
248,245,8/14/2006
101,245,8/14/2006
442,190,8/14/2006
79,125,8/14/2006
505,45,8/14/2006
203,100,8/14/2006
E,49,8/15/2006
278,330,8/15/2006
248,330,8/15/2006
101,330,8/15/2006
230,184,8/15/2006
79,47,8/15/2006
505,65,8/15/2006
203,100,8/15/2006
278,195,8/15/2006
248,195,8/15/2006
101,195,8/15/2006
230,222,8/15/2006
442,160,8/15/2006
e,34,8/16/2006
en,2,8/16/2006
278,260,8/16/2006
248,260,8/16/2006
230,120,8/16/2006
278,265,8/16/2006
248,265,8/16/2006
230,265,8/16/2006
442,194,8/16/2006
79,43,8/16/2006
8001,263,8/16/2006
en,1,8/21/2006
e,139,8/21/2006
278,219,8/21/2006
248,219,8/21/2006
101,219,8/21/2006
442,184,8/21/2006
79,100,8/21/2006
505,50,8/21/2006
203,63,8/21/2006
278,215,8/21/2006
248,215,8/21/2006
101,215,8/21/2006
442,132,8/21/2006
e,49,8/22/2006
278,120,8/22/2006
248,235,8/22/2006
101,235,8/22/2006
230,235,8/22/2006
505,50,8/22/2006
203,77,8/22/2006
278,240,8/22/2006
248,240,8/22/2006
101,240,8/22/2006
230,240,8/22/2006
442,189,8/22/2006
en,3,8/23/2006
e,70,8/23/2006
278,275,8/23/2006
278,250,8/23/2006
248,275,8/23/2006
248,250,8/23/2006
230,180,8/23/2006
230,250,8/23/2006
442,185,8/23/2006
79,23,8/23/2006
203,100,8/23/2006
505,34,8/23/2006
e,110,8/24/2006
en,1,8/24/2006
278,203,8/24/2006
278,291,8/24/2006
101,259,8/24/2006
101,291,8/24/2006
230,291,8/24/2006
230,259,8/24/2006
442,143,8/24/2006
79,40,8/24/2006
505,22,8/24/2006
e,81,8/25/2006
en,2,8/25/2006
248,158,8/25/2006
101,158,8/25/2006
230,158,8/25/2006
442,182,8/25/2006
8001,97,8/25/2006
505,25,8/25/2006
79,50,8/25/2006
203,67,8/25/2006
442,168,8/25/2006
230,190,8/25/2006
101,190,8/25/2006
248,190,8/25/2006
e,161,8/28/2006
185,74,8/28/2006
185,74,8/28/2006
248,225,8/28/2006
230,225,8/28/2006
442,182,8/28/2006
442,175,8/28/2006
79,100,8/28/2006
505,75,8/28/2006
203,28,8/28/2006
8001,200,8/28/2006
8001,10,8/28/2006
148,141,8/28/2006
148,159,8/28/2006
e,60,8/29/2006
EN,2,8/29/2006
237,228,8/29/2006
278,325,8/29/2006
278,200,8/29/2006
248,325,8/29/2006
248,200,8/29/2006
145,228,8/29/2006
230,83,8/29/2006
230,200,8/29/2006
148,150,8/29/2006
79,27,8/29/2006
505,51,8/29/2006
203,100,8/29/2006
185,100,8/29/2006
,,8/29/2006
,,8/29/2006
en,10,8/30/2006
e,13,8/30/2006
278,250,8/30/2006
248,250,8/30/2006
230,39,8/30/2006
505,30,8/30/2006
203,50,8/30/2006
278,241,8/30/2006
248,241,8/30/2006
230,241,8/30/2006
442,165,8/30/2006
en,6,8/31/2006
e,34,8/31/2006
278,310,8/31/2006
248,310,8/31/2006
230,269,8/31/2006
505,21,8/31/2006
8001,50,8/31/2006
203,24,8/31/2006
278,215,8/31/2006
248,215,8/31/2006
230,215,8/31/2006
442,144,8/31/2006
79,52,8/31/2006
e,15,9/1/2006
e,109,9/5/2006
en,9,9/5/2006
278,275,9/5/2006
278,275,9/5/2006
248,275,9/5/2006
248,275,9/5/2006
230,11,9/5/2006
230,275,9/5/2006
442,143,9/5/2006
505,27,9/5/2006
e,91,9/6/2006
EN,5,9/6/2006
185,105,9/6/2006
248,250,9/6/2006
248,325,9/6/2006
101,250,9/6/2006
101,325,9/6/2006
230,250,9/6/2006
230,325,9/6/2006
442,81,9/6/2006
442,262,9/6/2006
505,44,9/6/2006
203,58,9/6/2006
148,126,9/6/2006
e,41,9/7/2006
en,4,9/7/2006
101,220,9/8/2006
248,220,9/8/2006
442,220,9/8/2006
230,220,9/8/2006
505,4,9/8/2006
269,47,9/8/2006
268,29,9/8/2006
475,42,9/8/2006
262,19,9/8/2006
e,44,9/8/2006
505,81,9/8/2006
148,100,9/8/2006
475,14,9/8/2006
442,80,9/8/2006
230,255,9/8/2006
101,255,9/8/2006
248,257,9/8/2006
EN,4,9/11/2006
E,101,9/11/2006
248,175,9/11/2006
248,268,9/11/2006
101,228,9/11/2006
101,174,9/11/2006
230,175,9/11/2006
230,261,9/11/2006
442,122,9/11/2006
442,229,9/11/2006
79,12,9/11/2006
505,50,9/11/2006
203,100,9/11/2006
e,113,9/12/2006
203,100,9/12/2006
248,325,9/12/2006
248,200,9/12/2006
101,325,9/12/2006
101,200,9/12/2006
442,225,9/12/2006
442,160,9/12/2006
79,100,9/12/2006
505,100,9/12/2006
237,62,9/12/2006
237,125,9/12/2006
145,123,9/12/2006
bo,39,9/12/2006
148,88,9/12/2006
en,1,9/12/2006
en,1,9/13/2006
e,78,9/13/2006
278,188,9/13/2006
101,188,9/13/2006
230,188,9/13/2006
442,236,9/13/2006
79,100,9/13/2006
505,100,9/13/2006
203,54,9/13/2006
278,175,9/13/2006
248,175,9/13/2006
230,175,9/13/2006
442,111,9/13/2006
e,274,9/14/2006
e,13,9/14/2006
106,4,9/15/2006
E,26,9/15/2006
en,4,9/15/2006
