SD_Picker,SD_Lines,Date
499,230,2/20/2007
409,102,2/20/2007
79,67,2/20/2007
430,125,2/20/2007
148,127,2/20/2007
185,105,2/20/2007
e,73,2/21/2007
106,8,2/21/2007
278,234,2/21/2007
434,234,2/21/2007
499,188,2/21/2007
278,241,2/21/2007
434,191,2/21/2007
499,191,2/21/2007
409,159,2/21/2007
79,100,2/21/2007
430,45,2/21/2007
e,304,2/22/2007
106,24,2/22/2007
278,232,2/22/2007
278,218,2/22/2007
434,231,2/22/2007
434,194,2/22/2007
499,206,2/22/2007
499,194,2/22/2007
409,93,2/22/2007
79,58,2/22/2007
430,125,2/22/2007
KYLE,132,2/22/2007
E,29,2/23/2007
278,259,2/23/2007
278,216,2/23/2007
434,258,2/23/2007
434,167,2/23/2007
499,258,2/23/2007
499,167,2/23/2007
409,121,2/23/2007
409,88,2/23/2007
79,50,2/23/2007
430,47,2/23/2007
148,109,2/23/2007
106,8,2/23/2007
e,71,2/26/2007
278,213,2/26/2007
278,287,2/26/2007
434,213,2/26/2007
434,212,2/26/2007
499,213,2/26/2007
499,212,2/26/2007
148,166,2/26/2007
409,164,2/26/2007
409,118,2/26/2007
497,13,2/26/2007
79,100,2/26/2007
430,30,2/26/2007
en,13,2/26/2007
e,68,2/27/2007
106,5,2/27/2007
278,192,2/27/2007
278,311,2/27/2007
434,192,2/27/2007
434,233,2/27/2007
499,192,2/27/2007
499,233,2/27/2007
148,157,2/27/2007
148,140,2/27/2007
409,185,2/27/2007
497,109,2/27/2007
79,70,2/27/2007
e,106,2/28/2007
106,3,2/28/2007
B,36,2/28/2007
278,240,2/28/2007
278,260,2/28/2007
434,239,2/28/2007
434,186,2/28/2007
499,236,2/28/2007
499,186,2/28/2007
409,144,2/28/2007
497,60,2/28/2007
79,100,2/28/2007
430,28,2/28/2007
106,9,3/1/2007
e,270,3/1/2007
278,256,3/1/2007
278,294,3/1/2007
434,256,3/1/2007
434,169,3/1/2007
49,128,3/1/2007
499,209,3/1/2007
148,108,3/1/2007
409,109,3/1/2007
497,144,3/1/2007
79,69,3/1/2007
E,19,3/2/2007
EN,22,3/2/2007
434,223,3/2/2007
499,212,3/2/2007
409,101,3/2/2007
497,228,3/2/2007
497,105,3/2/2007
79,22,3/2/2007
430,99,3/2/2007
513,135,3/2/2007
430,90,3/2/2007
513,90,3/2/2007
79,90,3/2/2007
79,74,3/2/2007
106,20,3/5/2007
E,38,3/5/2007
434,188,3/5/2007
434,237,3/5/2007
499,188,3/5/2007
499,237,3/5/2007
513,114,3/5/2007
513,62,3/5/2007
409,213,3/5/2007
497,214,3/5/2007
79,57,3/5/2007
E,50,3/6/2007
106,23,3/6/2007
278,223,3/6/2007
278,302,3/6/2007
434,125,3/6/2007
499,223,3/6/2007
499,227,3/6/2007
145,152,3/6/2007
409,223,3/6/2007
409,157,3/6/2007
497,223,3/6/2007
497,107,3/6/2007
79,75,3/6/2007
430,81,3/6/2007
237,152,3/6/2007
513,149,3/6/2007
513,77,3/6/2007
E,119,3/7/2007
278,315,3/7/2007
237,30,3/7/2007
499,174,3/7/2007
499,96,3/7/2007
513,242,3/7/2007
409,235,3/7/2007
409,157,3/7/2007
497,235,3/7/2007
497,157,3/7/2007
79,125,3/7/2007
430,85,3/7/2007
106,25,3/7/2007
E,49,3/8/2007
106,5,3/8/2007
278,253,3/8/2007
434,202,3/8/2007
499,138,3/8/2007
499,192,3/8/2007
409,198,3/8/2007
409,142,3/8/2007
497,196,3/8/2007
497,94,3/8/2007
79,39,3/8/2007
430,39,3/8/2007
E,9,3/9/2007
106,8,3/9/2007
278,234,3/9/2007
434,192,3/9/2007
434,233,3/9/2007
434,117,3/9/2007
499,67,3/9/2007
499,152,3/9/2007
409,152,3/9/2007
497,152,3/9/2007
79,130,3/9/2007
430,41,3/9/2007
E,134,3/12/2007
513,34,3/12/2007
513,191,3/12/2007
237,191,3/12/2007
237,6,3/12/2007
237,134,3/12/2007
499,192,3/12/2007
499,211,3/12/2007
409,56,3/12/2007
409,184,3/12/2007
497,184,3/12/2007
79,97,3/12/2007
79,99,3/12/2007
430,94,3/12/2007
430,99,3/12/2007
185,134,3/12/2007
106,280,3/12/2007
b,34,3/12/2007
e,99,3/13/2007
278,247,3/13/2007
278,301,3/13/2007
499,244,3/13/2007
499,206,3/13/2007
148,223,3/13/2007
148,131,3/13/2007
409,244,3/13/2007
409,131,3/13/2007
497,156,3/13/2007
79,125,3/13/2007
430,93,3/13/2007
185,131,3/13/2007
106,5,3/13/2007
e,38,3/14/2007
EN,11,3/14/2007
B,41,3/14/2007
278,230,3/14/2007
434,148,3/14/2007
499,32,3/14/2007
499,148,3/14/2007
148,226,3/14/2007
148,149,3/14/2007
409,226,3/14/2007
409,149,3/14/2007
497,227,3/14/2007
497,148,3/14/2007
79,32,3/14/2007
430,31,3/14/2007
e,82,3/15/2007
278,203,3/15/2007
278,304,3/15/2007
434,202,3/15/2007
434,147,3/15/2007
499,202,3/15/2007
499,147,3/15/2007
148,9,3/15/2007
148,161,3/15/2007
409,178,3/15/2007
497,178,3/15/2007
79,70,3/15/2007
430,69,3/15/2007
185,218,3/15/2007
106,10,3/15/2007
e,129,3/16/2007
148,18,3/16/2007
106,25,3/16/2007
278,222,3/16/2007
278,273,3/16/2007
434,222,3/16/2007
434,153,3/16/2007
499,212,3/16/2007
499,153,3/16/2007
409,104,3/16/2007
497,104,3/16/2007
79,100,3/16/2007
430,46,3/16/2007
B,33,3/16/2007
148,89,3/16/2007
e,45,3/19/2007
106,9,3/19/2007
278,194,3/19/2007
434,194,3/19/2007
499,168,3/19/2007
79,75,3/19/2007
430,1,3/19/2007
278,281,3/19/2007
434,181,3/19/2007
499,181,3/19/2007
409,106,3/19/2007
497,171,3/19/2007
e,89,3/20/2007
106,25,3/20/2007
278,227,3/20/2007
434,226,3/20/2007
499,226,3/20/2007
148,14,3/20/2007
409,75,3/20/2007
79,29,3/20/2007
278,273,3/20/2007
434,179,3/20/2007
499,179,3/20/2007
148,179,3/20/2007
409,179,3/20/2007
497,179,3/20/2007
E,66,3/21/2007
106,14,3/21/2007
278,253,3/21/2007
278,265,3/21/2007
434,250,3/21/2007
434,125,3/21/2007
499,164,3/21/2007
499,125,3/21/2007
148,150,3/21/2007
497,150,3/21/2007
79,74,3/21/2007
E,164,3/22/2007
106,18,3/22/2007
278,184,3/22/2007
278,329,3/22/2007
434,184,3/22/2007
434,134,3/22/2007
499,159,3/22/2007
499,184,3/22/2007
148,106,3/22/2007
148,159,3/22/2007
409,159,3/22/2007
79,42,3/22/2007
185,103,3/22/2007
E,38,3/23/2007
EN,3,3/23/2007
185,17,3/23/2007
106,17,3/23/2007
299,225,3/23/2007
299,275,3/23/2007
434,224,3/23/2007
434,156,3/23/2007
499,224,3/23/2007
499,156,3/23/2007
148,13,3/23/2007
148,156,3/23/2007
409,51,3/23/2007
79,49,3/23/2007
e,133,3/26/2007
299,200,3/26/2007
299,296,3/26/2007
434,200,3/26/2007
434,146,3/26/2007
499,152,3/26/2007
499,146,3/26/2007
148,147,3/26/2007
409,143,3/26/2007
185,158,3/26/2007
106,34,3/26/2007
79,100,3/26/2007
EN,1,3/27/2007
E,21,3/27/2007
278,235,3/27/2007
278,290,3/27/2007
299,235,3/27/2007
299,168,3/27/2007
434,235,3/27/2007
434,115,3/27/2007
499,118,3/27/2007
499,115,3/27/2007
409,117,3/27/2007
185,126,3/27/2007
79,100,3/27/2007
148,146,3/27/2007
106,8,3/27/2007
106,2,3/28/2007
e,43,3/28/2007
278,202,3/28/2007
278,297,3/28/2007
299,202,3/28/2007
299,202,3/28/2007
434,202,3/28/2007
434,148,3/28/2007
499,58,3/28/2007
499,173,3/28/2007
409,98,3/28/2007
79,10,3/28/2007
106,9,3/28/2007
E,340,3/29/2007
106,6,3/29/2007
278,8,3/29/2007
278,212,3/29/2007
299,2,3/29/2007
299,212,3/29/2007
434,11,3/29/2007
434,181,3/29/2007
49,11,3/29/2007
409,10,3/29/2007
185,10,3/29/2007
278,305,3/29/2007
299,286,3/29/2007
434,127,3/29/2007
499,128,3/29/2007
409,121,3/29/2007
185,15,3/29/2007
E,27,3/30/2007
106,26,3/30/2007
299,294,3/30/2007
434,144,3/30/2007
499,144,3/30/2007
499,144,3/30/2007
409,205,3/30/2007
409,95,3/30/2007
79,11,3/30/2007
185,265,3/30/2007
185,128,3/30/2007
148,204,3/30/2007
148,116,3/30/2007
e,99,4/2/2007
278,213,4/2/2007
278,287,4/2/2007
299,213,4/2/2007
299,287,4/2/2007
499,107,4/2/2007
499,137,4/2/2007
461,37,4/2/2007
148,59,4/2/2007
409,133,4/2/2007
79,22,4/2/2007
106,11,4/2/2007
E,54,4/3/2007
106,33,4/3/2007
278,219,4/3/2007
278,302,4/3/2007
434,219,4/3/2007
434,161,4/3/2007
299,219,4/3/2007
299,311,4/3/2007
499,219,4/3/2007
499,161,4/3/2007
461,3,4/3/2007
461,31,4/3/2007
148,42,4/3/2007
409,131,4/3/2007
79,17,4/3/2007
e,97,4/4/2007
278,296,4/4/2007
434,27,4/4/2007
434,148,4/4/2007
299,296,4/4/2007
499,202,4/4/2007
499,73,4/4/2007
145,202,4/4/2007
145,47,4/4/2007
148,62,4/4/2007
79,50,4/4/2007
106,58,4/4/2007
E,151,4/5/2007
106,49,4/5/2007
278,240,4/5/2007
278,215,4/5/2007
434,239,4/5/2007
434,188,4/5/2007
299,240,4/5/2007
299,215,4/5/2007
499,61,4/5/2007
499,188,4/5/2007
461,62,4/5/2007
79,50,4/5/2007
e,96,4/6/2007
278,299,4/6/2007
278,210,4/6/2007
434,298,4/6/2007
434,152,4/6/2007
299,83,4/6/2007
299,277,4/6/2007
499,152,4/6/2007
79,32,4/6/2007
409,75,4/6/2007
106,11,4/6/2007
e,5,4/9/2007
106,9,4/9/2007
278,229,4/9/2007
434,229,4/9/2007
299,58,4/9/2007
461,41,4/9/2007
79,41,4/9/2007
278,221,4/9/2007
434,171,4/9/2007
299,248,4/9/2007
499,195,4/9/2007
e,35,4/10/2007
106,23,4/10/2007
278,262,4/10/2007
434,240,4/10/2007
299,201,4/10/2007
299,340,4/10/2007
499,235,4/10/2007
499,240,4/10/2007
461,235,4/10/2007
461,65,4/10/2007
409,148,4/10/2007
79,100,4/10/2007
9000,50,4/10/2007
e,127,4/11/2007
106,22,4/11/2007
278,296,4/11/2007
278,179,4/11/2007
434,295,4/11/2007
434,155,4/11/2007
299,296,4/11/2007
299,254,4/11/2007
499,87,4/11/2007
499,155,4/11/2007
461,25,4/11/2007
9000,63,4/11/2007
79,38,4/11/2007
BO,41,4/11/2007
e,78,4/12/2007
106,2,4/12/2007
278,225,4/12/2007
278,275,4/12/2007
299,224,4/12/2007
299,326,4/12/2007
499,81,4/12/2007
49,226,4/12/2007
461,79,4/12/2007
79,53,4/12/2007
e,44,4/13/2007
106,14,4/13/2007
278,250,4/13/2007
278,225,4/13/2007
434,170,4/13/2007
434,125,4/13/2007
299,275,4/13/2007
499,125,4/13/2007
461,31,4/13/2007
79,75,4/13/2007
9000,37,4/13/2007
e,50,4/16/2007
106,11,4/16/2007
278,260,4/16/2007
278,240,4/16/2007
434,260,4/16/2007
434,290,4/16/2007
299,199,4/16/2007
299,151,4/16/2007
499,151,4/16/2007
461,50,4/16/2007
79,100,4/16/2007
9000,35,4/16/2007
e,79,4/17/2007
EN,9,4/17/2007
278,246,4/17/2007
278,235,4/17/2007
299,245,4/17/2007
299,330,4/17/2007
434,236,4/17/2007
434,184,4/17/2007
499,184,4/17/2007
461,55,4/17/2007
79,100,4/17/2007
9000,37,4/17/2007
9001,50,4/17/2007
E,44,4/18/2007
E,118,4/18/2007
278,232,4/18/2007
106,8,4/18/2007
278,243,4/18/2007
185,232,4/18/2007
434,138,4/18/2007
79,100,4/18/2007
9000,20,4/18/2007
9001,106,4/18/2007
461,45,4/18/2007
185,18,4/18/2007
434,218,4/18/2007
499,218,4/18/2007
,,4/18/2007
E,124,4/19/2007
278,230,4/19/2007
278,270,4/19/2007
434,230,4/19/2007
434,190,4/19/2007
499,36,4/19/2007
499,190,4/19/2007
185,71,4/19/2007
79,80,4/19/2007
9001,134,4/19/2007
BO,22,4/19/2007
106,17,4/19/2007
E,10,4/20/2007
278,239,4/20/2007
278,261,4/20/2007
434,239,4/20/2007
434,211,4/20/2007
499,16,4/20/2007
499,211,4/20/2007
185,16,4/20/2007
9001,99,4/20/2007
79,18,4/20/2007
106,12,4/20/2007
E,98,4/23/2007
106,11,4/23/2007
278,324,4/23/2007
278,186,4/23/2007
299,323,4/23/2007
299,257,4/23/2007
499,206,4/23/2007
499,157,4/23/2007
148,41,4/23/2007
9001,119,4/23/2007
911,58,4/23/2007
,0,4/23/2007
E,34,4/24/2007
106,17,4/24/2007
278,229,4/24/2007
278,246,4/24/2007
299,228,4/24/2007
299,297,4/24/2007
434,84,4/24/2007
434,197,4/24/2007
499,197,4/24/2007
9001,173,4/24/2007
E,93,4/25/2007
B,20,4/25/2007
106,13,4/25/2007
278,257,4/25/2007
278,205,4/25/2007
299,175,4/25/2007
299,292,4/25/2007
434,163,4/25/2007
499,163,4/25/2007
79,41,4/25/2007
911,75,4/25/2007
e,75,4/26/2007
106,5,4/26/2007
278,282,4/26/2007
278,233,4/26/2007
299,282,4/26/2007
299,233,4/26/2007
434,164,4/26/2007
434,168,4/26/2007
9001,99,4/26/2007
79,37,4/26/2007
185,36,4/26/2007
499,168,4/26/2007
e,90,4/27/2007
278,304,4/27/2007
278,179,4/27/2007
299,304,4/27/2007
299,179,4/27/2007
434,112,4/27/2007
434,127,4/27/2007
499,126,4/27/2007
9001,100,4/27/2007
79,100,4/27/2007
106,6,4/27/2007
E,70,4/30/2007
299,226,4/30/2007
434,23,4/30/2007
434,126,4/30/2007
499,312,4/30/2007
499,126,4/30/2007
9001,125,4/30/2007
9001,125,4/30/2007
79,23,4/30/2007
185,165,4/30/2007
148,165,4/30/2007
106,34,4/30/2007
e,249,5/1/2007
106,14,5/1/2007
299,258,5/1/2007
299,275,5/1/2007
434,258,5/1/2007
434,177,5/1/2007
499,258,5/1/2007
499,177,5/1/2007
79,28,5/1/2007
79,127,5/1/2007
911,67,5/1/2007
148,140,5/1/2007
9001,100,5/1/2007
E,34,5/2/2007
106,19,5/2/2007
278,271,5/2/2007
434,73,5/2/2007
434,171,5/2/2007
299,279,5/2/2007
299,271,5/2/2007
499,280,5/2/2007
499,171,5/2/2007
79,2,5/2/2007
918,50,5/2/2007
911,25,5/2/2007
e,152,5/3/2007
106,49,5/3/2007
278,247,5/3/2007
278,301,5/3/2007
434,248,5/3/2007
434,200,5/3/2007
299,88,5/3/2007
299,322,5/3/2007
499,222,5/3/2007
911,17,5/3/2007
278,33,5/4/2007
434,30,5/4/2007
299,45,5/4/2007
499,65,5/4/2007
79,50,5/4/2007
299,124,5/4/2007
499,221,5/4/2007
278,258,5/4/2007
434,198,5/4/2007
299,273,5/4/2007
499,193,5/4/2007
e,70,5/7/2007
106,9,5/7/2007
278,225,5/7/2007
278,251,5/7/2007
434,299,5/7/2007
434,151,5/7/2007
299,299,5/7/2007
299,291,5/7/2007
499,73,5/7/2007
499,191,5/7/2007
79,3,5/7/2007
911,50,5/7/2007
918,50,5/7/2007
e,123,5/8/2007
106,8,5/8/2007
278,259,5/8/2007
278,306,5/8/2007
434,242,5/8/2007
434,207,5/8/2007
499,207,5/8/2007
79,232,5/8/2007
911,37,5/8/2007
918,23,5/8/2007
9004,24,5/8/2007
148,259,5/8/2007
148,134,5/8/2007
e,58,5/9/2007
106,14,5/9/2007
278,240,5/9/2007
278,271,5/9/2007
434,240,5/9/2007
434,210,5/9/2007
299,197,5/9/2007
299,271,5/9/2007
499,163,5/9/2007
911,26,5/9/2007
79,61,5/9/2007
e,171,5/10/2007
106,6,5/10/2007
278,237,5/10/2007
278,214,5/10/2007
434,237,5/10/2007
434,213,5/10/2007
299,140,5/10/2007
299,309,5/10/2007
499,213,5/10/2007
911,50,5/10/2007
e,65,5/11/2007
106,12,5/11/2007
278,218,5/11/2007
299,217,5/11/2007
499,143,5/11/2007
79,75,5/11/2007
79,118,5/11/2007
499,203,5/11/2007
918,50,5/11/2007
e,33,5/14/2007
106,13,5/14/2007
278,158,5/14/2007
278,295,5/14/2007
434,157,5/14/2007
434,259,5/14/2007
299,37,5/14/2007
299,294,5/14/2007
499,260,5/14/2007
911,50,5/14/2007
E,92,5/15/2007
106,7,5/15/2007
278,198,5/15/2007
278,271,5/15/2007
434,147,5/15/2007
299,198,5/15/2007
299,271,5/15/2007
499,139,5/15/2007
499,146,5/15/2007
911,49,5/15/2007
e,92,5/16/2007
106,20,5/16/2007
278,239,5/16/2007
299,239,5/16/2007
299,7,5/16/2007
499,300,5/16/2007
499,150,5/16/2007
79,299,5/16/2007
79,151,5/16/2007
911,52,5/16/2007
918,92,5/16/2007
e,41,5/17/2007
106,8,5/17/2007
278,246,5/17/2007
278,283,5/17/2007
434,240,5/17/2007
434,211,5/17/2007
299,282,5/17/2007
499,211,5/17/2007
911,67,5/17/2007
79,221,5/18/2007
E,94,5/18/2007
106,2,5/18/2007
278,290,5/18/2007
278,246,5/18/2007
299,290,5/18/2007
299,246,5/18/2007
434,112,5/18/2007
434,147,5/18/2007
499,147,5/18/2007
911,107,5/18/2007
9006,50,5/18/2007
e,71,5/21/2007
106,41,5/21/2007
278,280,5/21/2007
278,245,5/21/2007
299,281,5/21/2007
299,298,5/21/2007
434,3,5/21/2007
434,144,5/21/2007
499,173,5/21/2007
911,25,5/21/2007
918,24,5/21/2007
e,61,5/22/2007
106,20,5/22/2007
278,273,5/22/2007
278,251,5/22/2007
299,273,5/22/2007
299,252,5/22/2007
434,86,5/22/2007
434,170,5/22/2007
499,170,5/22/2007
911,26,5/22/2007
918,75,5/22/2007
e,59,5/23/2007
278,246,5/23/2007
278,281,5/23/2007
434,246,5/23/2007
434,205,5/23/2007
434,37,5/23/2007
499,205,5/23/2007
911,42,5/23/2007
106,33,5/23/2007
79,76,5/23/2007
e,152,5/24/2007
278,234,5/24/2007
278,286,5/24/2007
299,212,5/24/2007
299,283,5/24/2007
499,243,5/24/2007
911,75,5/24/2007
918,42,5/24/2007
106,13,5/24/2007
e,22,5/25/2007
106,5,5/25/2007
299,259,5/25/2007
299,249,5/25/2007
434,258,5/25/2007
434,162,5/25/2007
499,70,5/25/2007
499,162,5/25/2007
79,162,5/25/2007
911,29,5/25/2007
918,29,5/25/2007
9006,50,5/25/2007
e,74,5/29/2007
278,258,5/29/2007
278,254,5/29/2007
299,167,5/29/2007
299,254,5/29/2007
434,167,5/29/2007
499,166,5/29/2007
911,45,5/29/2007
918,46,5/29/2007
106,16,5/29/2007
E,126,5/30/2007
278,244,5/30/2007
278,260,5/30/2007
299,244,5/30/2007
299,260,5/30/2007
434,149,5/30/2007
434,51,5/30/2007
499,105,5/30/2007
499,206,5/30/2007
79,201,5/30/2007
911,50,5/30/2007
918,50,5/30/2007
106,13,5/30/2007
e,167,5/31/2007
106,13,5/31/2007
278,234,5/31/2007
278,264,5/31/2007
299,234,5/31/2007
299,264,5/31/2007
434,172,5/31/2007
434,96,5/31/2007
499,172,5/31/2007
911,50,5/31/2007
918,50,5/31/2007
9006,50,5/31/2007
E,71,6/1/2007
278,232,6/1/2007
299,232,6/1/2007
434,167,6/1/2007
499,167,6/1/2007
79,54,6/1/2007
918,49,6/1/2007
9006,38,6/1/2007
106,7,6/1/2007
434,7,6/1/2007
499,212,6/1/2007
79,175,6/1/2007
EN,13,6/4/2007
E,32,6/4/2007
bo,43,6/4/2007
9006,50,6/4/2007
918,44,6/4/2007
278,170,6/4/2007
278,267,6/4/2007
299,212,6/4/2007
299,266,6/4/2007
434,55,6/4/2007
434,263,6/4/2007
499,261,6/4/2007
499,214,6/4/2007
e,187,6/5/2007
278,172,6/5/2007
299,172,6/5/2007
434,194,6/5/2007
499,129,6/5/2007
79,193,6/5/2007
106,8,6/5/2007
278,206,6/5/2007
299,206,6/5/2007
434,204,6/5/2007
499,205,6/5/2007
79,206,6/5/2007
918,28,6/5/2007
9006,51,6/5/2007
E,91,6/6/2007
278,198,6/6/2007
278,314,6/6/2007
299,314,6/6/2007
499,238,6/6/2007
79,190,6/6/2007
918,39,6/6/2007
106,42,6/6/2007
e,112,6/7/2007
106,18,6/7/2007
278,254,6/7/2007
278,271,6/7/2007
299,254,6/7/2007
299,271,6/7/2007
434,164,6/7/2007
499,86,6/7/2007
499,247,6/7/2007
918,24,6/7/2007
e,34,6/8/2007
299,208,6/8/2007
434,208,6/8/2007
499,5,6/8/2007
918,50,6/8/2007
299,342,6/8/2007
434,217,6/8/2007
499,267,6/8/2007
79,44,6/8/2007
106,9,6/8/2007
E,109,6/11/2007
278,320,6/11/2007
278,237,6/11/2007
499,205,6/11/2007
918,75,6/11/2007
930,40,6/11/2007
934,122,6/11/2007
185,93,6/11/2007
106,6,6/11/2007
930,85,6/11/2007
e,96,6/12/2007
en,9,6/12/2007
278,256,6/12/2007
278,270,6/12/2007
299,256,6/12/2007
299,270,6/12/2007
434,154,6/12/2007
434,195,6/12/2007
185,147,6/12/2007
930,150,6/12/2007
918,60,6/12/2007
934,36,6/12/2007
e,72,6/13/2007
106,4,6/13/2007
278,256,6/13/2007
299,50,6/13/2007
278,250,6/13/2007
299,250,6/13/2007
499,188,6/13/2007
79,196,6/13/2007
E,143,6/14/2007
106,13,6/14/2007
278,303,6/14/2007
278,207,6/14/2007
299,303,6/14/2007
299,206,6/14/2007
434,72,6/14/2007
434,149,6/14/2007
499,198,6/14/2007
918,53,6/14/2007
E,33,6/15/2007
106,8,6/15/2007
148,54,6/15/2007
434,220,6/15/2007
434,107,6/15/2007
499,194,6/15/2007
499,281,6/15/2007
79,281,6/15/2007
918,13,6/15/2007
JOHN,50,6/15/2007
SUZI,50,6/15/2007
930,130,6/15/2007
E,26,6/18/2007
106,9,6/18/2007
278,272,6/18/2007
278,303,6/18/2007
499,256,6/18/2007
499,275,6/18/2007
79,303,6/18/2007
918,37,6/18/2007
e,68,6/19/2007
278,222,6/19/2007
278,346,6/19/2007
299,222,6/19/2007
299,346,6/19/2007
499,81,6/19/2007
499,272,6/19/2007
79,64,6/19/2007
9001,33,6/19/2007
106,9,6/19/2007
e,91,6/20/2007
106,25,6/20/2007
278,260,6/20/2007
299,218,6/20/2007
918,13,6/20/2007
278,302,6/20/2007
299,302,6/20/2007
499,227,6/20/2007
79,201,6/20/2007
e,50,6/21/2007
278,233,6/21/2007
278,342,6/21/2007
299,142,6/21/2007
299,340,6/21/2007
918,75,6/21/2007
79,108,6/21/2007
9000,31,6/21/2007
9001,31,6/21/2007
106,21,6/21/2007
e,40,6/22/2007
106,4,6/22/2007
278,248,6/22/2007
299,248,6/22/2007
499,75,6/22/2007
918,75,6/22/2007
278,263,6/22/2007
299,263,6/22/2007
499,156,6/22/2007
79,157,6/22/2007
e,34,6/25/2007
278,333,6/25/2007
278,242,6/25/2007
299,275,6/25/2007
299,242,6/25/2007
499,195,6/25/2007
79,233,6/25/2007
9002,55,6/25/2007
918,4,6/25/2007
106,10,6/25/2007
e,21,6/26/2007
185,79,6/26/2007
299,58,6/26/2007
299,267,6/26/2007
499,258,6/26/2007
499,192,6/26/2007
79,258,6/26/2007
79,267,6/26/2007
9002,92,6/26/2007
918,8,6/26/2007
9003,75,6/26/2007
930,96,6/26/2007
106,9,6/26/2007
106,9,6/27/2007
278,302,6/27/2007
278,238,6/27/2007
299,221,6/27/2007
299,238,6/27/2007
499,155,6/27/2007
79,238,6/27/2007
9002,48,6/27/2007
E,50,6/27/2007
e,64,6/28/2007
106,8,6/28/2007
278,277,6/28/2007
278,256,6/28/2007
299,108,6/28/2007
299,256,6/28/2007
499,181,6/28/2007
79,138,6/28/2007
9002,59,6/28/2007
918,75,6/28/2007
E,19,6/29/2007
278,299,6/29/2007
278,229,6/29/2007
299,299,6/29/2007
299,229,6/29/2007
499,75,6/29/2007
499,154,6/29/2007
79,125,6/29/2007
9002,42,6/29/2007
918,51,6/29/2007
930,36,6/29/2007
106,6,6/29/2007
499,209,7/2/2007
93,31,7/2/2007
955,119,7/2/2007
278,326,7/2/2007
299,313,7/2/2007
499,326,7/2/2007
9002,56,7/2/2007
185,232,7/2/2007
930,126,7/2/2007
en,31,7/2/2007
299,173,7/3/2007
499,230,7/3/2007
9002,101,7/3/2007
955,37,7/3/2007
185,236,7/3/2007
918,28,7/3/2007
930,70,7/3/2007
278,323,7/3/2007
299,305,7/3/2007
499,320,7/3/2007
918,198,7/3/2007
185,114,7/3/2007
930,101,7/3/2007
ex,35,7/5/2007
en,21,7/5/2007
499,150,7/5/2007
79,9,7/5/2007
9002,25,7/5/2007
918,66,7/5/2007
955,30,7/5/2007
278,334,7/5/2007
499,333,7/5/2007
79,120,7/5/2007
918,78,7/5/2007
955,93,7/5/2007
918,130,7/6/2007
930,63,7/6/2007
en,18,7/6/2007
278,200,7/6/2007
79,135,7/6/2007
278,234,7/6/2007
918,28,7/6/2007
9002,88,7/6/2007
79,297,7/6/2007
499,303,7/6/2007
E,98,7/9/2007
278,236,7/9/2007
278,339,7/9/2007
499,101,7/9/2007
499,139,7/9/2007
79,236,7/9/2007
79,339,7/9/2007
9002,75,7/9/2007
185,71,7/9/2007
E,59,7/10/2007
106,6,7/10/2007
278,300,7/10/2007
278,225,7/10/2007
79,300,7/10/2007
79,225,7/10/2007
499,175,7/10/2007
499,225,7/10/2007
930,106,7/10/2007
918,150,7/10/2007
955,57,7/10/2007
9005,107,7/10/2007
e,50,7/11/2007
106,4,7/11/2007
278,271,7/11/2007
278,274,7/11/2007
79,271,7/11/2007
79,274,7/11/2007
499,24,7/11/2007
499,274,7/11/2007
9005,60,7/11/2007
918,51,7/11/2007
e,12,7/12/2007
106,12,7/12/2007
278,264,7/12/2007
278,236,7/12/2007
79,130,7/12/2007
79,236,7/12/2007
499,236,7/12/2007
9005,97,7/12/2007
918,62,7/12/2007
930,75,7/12/2007
E,62,7/13/2007
106,7,7/13/2007
278,300,7/13/2007
278,240,7/13/2007
79,300,7/13/2007
79,240,7/13/2007
499,21,7/13/2007
499,240,7/13/2007
9005,22,7/13/2007
918,38,7/13/2007
930,69,7/13/2007
e,98,7/16/2007
278,314,7/16/2007
278,236,7/16/2007
79,128,7/16/2007
79,236,7/16/2007
499,236,7/16/2007
9005,24,7/16/2007
918,47,7/16/2007
955,47,7/16/2007
930,43,7/16/2007
106,8,7/16/2007
E,45,7/17/2007
106,9,7/17/2007
278,260,7/17/2007
278,265,7/17/2007
79,260,7/17/2007
79,265,7/17/2007
499,65,7/17/2007
499,265,7/17/2007
930,102,7/17/2007
918,75,7/17/2007
148,53,7/17/2007
,,7/17/2007
E,34,7/18/2007
278,265,7/18/2007
278,235,7/18/2007
79,265,7/18/2007
79,235,7/18/2007
499,23,7/18/2007
499,235,7/18/2007
930,230,7/18/2007
918,50,7/18/2007
9007,50,7/18/2007
106,4,7/18/2007
e,63,7/19/2007
106,12,7/19/2007
278,257,7/19/2007
278,283,7/19/2007
79,170,7/19/2007
