SD_Picker,SD_Lines,Date
e,56,4/4/2006
,,4/4/2006
278,300,4/4/2006
248,300,4/4/2006
230,276,4/4/2006
278,250,4/4/2006
248,250,4/4/2006
230,250,4/4/2006
145,200,4/4/2006
438,250,4/4/2006
79,211,4/4/2006
446,55,4/4/2006
E,38,5/18/2006
145,133,5/18/2006
415,224,5/18/2006
D,79,5/18/2006
237,142,5/18/2006
278,225,5/18/2006
248,225,5/18/2006
237,258,5/18/2006
145,187,5/18/2006
415,141,5/18/2006
446,55,5/18/2006
203,35,5/18/2006
,,10/10/2006
